x_mm,y_mm,z_mm
690.000,94.477,490.993
690.000,84.634,492.785
690.000,74.757,494.380
690.000,64.850,495.777
690.000,54.917,496.975
690.000,44.962,497.974
690.000,34.989,498.774
690.000,25.002,499.374
690.000,15.005,499.775
690.000,5.002,499.975
690.000,-5.002,499.975
690.000,-15.005,499.775
690.000,-25.002,499.374
690.000,-34.989,498.774
690.000,-44.962,497.974
690.000,-54.917,496.975
690.000,-64.850,495.777
690.000,-74.757,494.380
690.000,-84.634,492.785
690.000,-94.477,490.993
690.000,-104.282,489.004
690.000,-114.046,486.820
690.000,-123.763,484.441
690.000,-133.432,481.867
690.000,-143.047,479.101
690.000,-152.604,476.143
690.000,-162.101,472.994
690.000,-171.532,469.656
690.000,-180.895,466.130
690.000,-190.186,462.417
690.000,-199.400,458.519
690.000,-208.535,454.437
690.000,-217.586,450.174
690.000,-226.549,445.730
690.000,-235.423,441.108
690.000,-244.201,436.309
690.000,-252.883,431.336
690.000,-261.463,426.189
690.000,-269.938,420.872
690.000,-278.305,415.387
690.000,-286.561,409.735
690.000,-294.701,403.920
690.000,-302.724,397.942
690.000,-310.626,391.805
690.000,-318.404,385.512
690.000,-326.053,379.064
690.000,-333.573,372.464
690.000,-340.959,365.715
690.000,-348.208,358.819
690.000,-355.318,351.780
690.000,-362.285,344.600
690.000,-369.108,337.283
690.000,-375.782,329.830
690.000,-382.307,322.245
690.000,-388.678,314.531
690.000,-394.893,306.691
690.000,-400.951,298.728
690.000,-406.848,290.646
690.000,-412.582,282.447
690.000,-418.151,274.135
690.000,-423.552,265.713
690.000,-428.784,257.185
690.000,-433.844,248.555
690.000,-438.730,239.824
690.000,-443.441,230.998
690.000,-447.974,222.079
690.000,-452.328,213.071
690.000,-456.501,203.977
690.000,-460.491,194.803
690.000,-464.297,185.550
690.000,-467.916,176.223
690.000,-471.349,166.825
690.000,-474.592,157.360
690.000,-477.646,147.833
690.000,-480.508,138.246
690.000,-483.178,128.604
690.000,-485.655,118.910
690.000,-487.937,109.169
690.000,-490.023,99.384
690.000,-491.914,89.560
690.000,-493.607,79.699
690.000,-495.103,69.807
690.000,-496.401,59.886
690.000,-497.500,49.942
690.000,-498.399,39.978
690.000,-499.099,29.997
690.000,-499.600,20.005
690.000,-499.900,10.004
690.000,-500.000,0.000
700.000,500.000,0.000
700.000,499.900,10.004
700.000,499.600,20.005
700.000,499.099,29.997
700.000,498.399,39.978
700.000,497.500,49.942
700.000,496.401,59.886
700.000,495.103,69.807
700.000,493.607,79.699
700.000,491.914,89.560
700.000,490.023,99.384
700.000,487.937,109.169
700.000,485.655,118.910
700.000,483.178,128.604
700.000,480.508,138.246
700.000,477.646,147.833
700.000,474.592,157.360
700.000,471.349,166.825
700.000,467.916,176.223
700.000,464.297,185.550
700.000,460.491,194.803
700.000,456.501,203.977
700.000,452.328,213.071
700.000,447.974,222.079
700.000,443.441,230.998
700.000,438.730,239.824
700.000,433.844,248.555
700.000,428.784,257.185
700.000,423.552,265.713
700.000,418.151,274.135
700.000,412.582,282.447
700.000,406.848,290.646
700.000,400.951,298.728
700.000,394.893,306.691
700.000,388.678,314.531
700.000,382.307,322.245
700.000,375.782,329.830
700.000,369.108,337.283
700.000,362.285,344.600
700.000,355.318,351.780
700.000,348.208,358.819
700.000,340.959,365.715
700.000,333.573,372.464
700.000,326.053,379.064
700.000,318.404,385.512
700.000,310.626,391.805
700.000,302.724,397.942
700.000,294.701,403.920
700.000,286.561,409.735
700.000,278.305,415.387
700.000,269.938,420.872
700.000,261.463,426.189
700.000,252.883,431.336
700.000,244.201,436.309
700.000,235.423,441.108
700.000,226.549,445.730
700.000,217.586,450.174
700.000,208.535,454.437
700.000,199.400,458.519
700.000,190.186,462.417
700.000,180.895,466.130
700.000,171.532,469.656
700.000,162.101,472.994
700.000,152.604,476.143
700.000,143.047,479.101
700.000,133.432,481.867
700.000,123.763,484.441
700.000,114.046,486.820
700.000,104.282,489.004
700.000,94.477,490.993
700.000,84.634,492.785
700.000,74.757,494.380
700.000,64.850,495.777
700.000,54.917,496.975
700.000,44.962,497.974
700.000,34.989,498.774
700.000,25.002,499.374
700.000,15.005,499.775
700.000,5.002,499.975
700.000,-5.002,499.975
700.000,-15.005,499.775
700.000,-25.002,499.374
700.000,-34.989,498.774
700.000,-44.962,497.974
700.000,-54.917,496.975
700.000,-64.850,495.777
700.000,-74.757,494.380
700.000,-84.634,492.785
700.000,-94.477,490.993
700.000,-104.282,489.004
700.000,-114.046,486.820
700.000,-123.763,484.441
700.000,-133.432,481.867
700.000,-143.047,479.101
700.000,-152.604,476.143
700.000,-162.101,472.994
700.000,-171.532,469.656
700.000,-180.895,466.130
700.000,-190.186,462.417
700.000,-199.400,458.519
700.000,-208.535,454.437
700.000,-217.586,450.174
700.000,-226.549,445.730
700.000,-235.423,441.108
700.000,-244.201,436.309
700.000,-252.883,431.336
700.000,-261.463,426.189
700.000,-269.938,420.872
700.000,-278.305,415.387
700.000,-286.561,409.735
700.000,-294.701,403.920
700.000,-302.724,397.942
700.000,-310.626,391.805
700.000,-318.404,385.512
700.000,-326.053,379.064
700.000,-333.573,372.464
700.000,-340.959,365.715
700.000,-348.208,358.819
700.000,-355.318,351.780
700.000,-362.285,344.600
700.000,-369.108,337.283
700.000,-375.782,329.830
700.000,-382.307,322.245
700.000,-388.678,314.531
700.000,-394.893,306.691
700.000,-400.951,298.728
700.000,-406.848,290.646
700.000,-412.582,282.447
700.000,-418.151,274.135
700.000,-423.552,265.713
700.000,-428.784,257.185
700.000,-433.844,248.555
700.000,-438.730,239.824
700.000,-443.441,230.998
700.000,-447.974,222.079
700.000,-452.328,213.071
700.000,-456.501,203.977
700.000,-460.491,194.803
700.000,-464.297,185.550
700.000,-467.916,176.223
700.000,-471.349,166.825
700.000,-474.592,157.360
700.000,-477.646,147.833
700.000,-480.508,138.246
700.000,-483.178,128.604
700.000,-485.655,118.910
700.000,-487.937,109.169
700.000,-490.023,99.384
700.000,-491.914,89.560
700.000,-493.607,79.699
700.000,-495.103,69.807
700.000,-496.401,59.886
700.000,-497.500,49.942
700.000,-498.399,39.978
700.000,-499.099,29.997
700.000,-499.600,20.005
700.000,-499.900,10.004
700.000,-500.000,0.000
710.000,500.000,0.000
710.000,499.900,10.004
710.000,499.600,20.005
710.000,499.099,29.997
710.000,498.399,39.978
710.000,497.500,49.942
710.000,496.401,59.886
710.000,495.103,69.807
710.000,493.607,79.699
710.000,491.914,89.560
710.000,490.023,99.384
710.000,487.937,109.169
710.000,485.655,118.910
710.000,483.178,128.604
710.000,480.508,138.246
710.000,477.646,147.833
710.000,474.592,157.360
710.000,471.349,166.825
710.000,467.916,176.223
710.000,464.297,185.550
710.000,460.491,194.803
710.000,456.501,203.977
710.000,452.328,213.071
710.000,447.974,222.079
710.000,443.441,230.998
710.000,438.730,239.824
710.000,433.844,248.555
710.000,428.784,257.185
710.000,423.552,265.713
710.000,418.151,274.135
710.000,412.582,282.447
710.000,406.848,290.646
710.000,400.951,298.728
710.000,394.893,306.691
710.000,388.678,314.531
710.000,382.307,322.245
710.000,375.782,329.830
710.000,369.108,337.283
710.000,362.285,344.600
710.000,355.318,351.780
710.000,348.208,358.819
710.000,340.959,365.715
710.000,333.573,372.464
710.000,326.053,379.064
710.000,318.404,385.512
710.000,310.626,391.805
710.000,302.724,397.942
710.000,294.701,403.920
710.000,286.561,409.735
710.000,278.305,415.387
710.000,269.938,420.872
710.000,261.463,426.189
710.000,252.883,431.336
710.000,244.201,436.309
710.000,235.423,441.108
710.000,226.549,445.730
710.000,217.586,450.174
710.000,208.535,454.437
710.000,199.400,458.519
710.000,190.186,462.417
710.000,180.895,466.130
710.000,171.532,469.656
710.000,162.101,472.994
710.000,152.604,476.143
710.000,143.047,479.101
710.000,133.432,481.867
710.000,123.763,484.441
710.000,114.046,486.820
710.000,104.282,489.004
710.000,94.477,490.993
710.000,84.634,492.785
710.000,74.757,494.380
710.000,64.850,495.777
710.000,54.917,496.975
710.000,44.962,497.974
710.000,34.989,498.774
710.000,25.002,499.374
710.000,15.005,499.775
710.000,5.002,499.975
710.000,-5.002,499.975
710.000,-15.005,499.775
710.000,-25.002,499.374
710.000,-34.989,498.774
710.000,-44.962,497.974
710.000,-54.917,496.975
710.000,-64.850,495.777
710.000,-74.757,494.380
710.000,-84.634,492.785
710.000,-94.477,490.993
710.000,-104.282,489.004
710.000,-114.046,486.820
710.000,-123.763,484.441
710.000,-133.432,481.867
710.000,-143.047,479.101
710.000,-152.604,476.143
710.000,-162.101,472.994
710.000,-171.532,469.656
710.000,-180.895,466.130
710.000,-190.186,462.417
710.000,-199.400,458.519
710.000,-208.535,454.437
710.000,-217.586,450.174
710.000,-226.549,445.730
710.000,-235.423,441.108
710.000,-244.201,436.309
710.000,-252.883,431.336
710.000,-261.463,426.189
710.000,-269.938,420.872
710.000,-278.305,415.387
710.000,-286.561,409.735
710.000,-294.701,403.920
710.000,-302.724,397.942
710.000,-310.626,391.805
710.000,-318.404,385.512
710.000,-326.053,379.064
710.000,-333.573,372.464
710.000,-340.959,365.715
710.000,-348.208,358.819
710.000,-355.318,351.780
710.000,-362.285,344.600
710.000,-369.108,337.283
710.000,-375.782,329.830
710.000,-382.307,322.245
710.000,-388.678,314.531
710.000,-394.893,306.691
710.000,-400.951,298.728
710.000,-406.848,290.646
710.000,-412.582,282.447
710.000,-418.151,274.135
710.000,-423.552,265.713
710.000,-428.784,257.185
710.000,-433.844,248.555
710.000,-438.730,239.824
710.000,-443.441,230.998
710.000,-447.974,222.079
710.000,-452.328,213.071
710.000,-456.501,203.977
710.000,-460.491,194.803
710.000,-464.297,185.550
710.000,-467.916,176.223
710.000,-471.349,166.825
710.000,-474.592,157.360
710.000,-477.646,147.833
710.000,-480.508,138.246
710.000,-483.178,128.604
710.000,-485.655,118.910
710.000,-487.937,109.169
710.000,-490.023,99.384
710.000,-491.914,89.560
710.000,-493.607,79.699
710.000,-495.103,69.807
710.000,-496.401,59.886
710.000,-497.500,49.942
710.000,-498.399,39.978
710.000,-499.099,29.997
710.000,-499.600,20.005
710.000,-499.900,10.004
710.000,-500.000,0.000
720.000,500.000,0.000
720.000,499.900,10.004
720.000,499.600,20.005
720.000,499.099,29.997
720.000,498.399,39.978
720.000,497.500,49.942
720.000,496.401,59.886
720.000,495.103,69.807
720.000,493.607,79.699
720.000,491.914,89.560
720.000,490.023,99.384
720.000,487.937,109.169
720.000,485.655,118.910
720.000,483.178,128.604
720.000,480.508,138.246
720.000,477.646,147.833
720.000,474.592,157.360
720.000,471.349,166.825
720.000,467.916,176.223
720.000,464.297,185.550
720.000,460.491,194.803
720.000,456.501,203.977
720.000,452.328,213.071
720.000,447.974,222.079
720.000,443.441,230.998
720.000,438.730,239.824
720.000,433.844,248.555
720.000,428.784,257.185
720.000,423.552,265.713
720.000,418.151,274.135
720.000,412.582,282.447
720.000,406.848,290.646
720.000,400.951,298.728
720.000,394.893,306.691
720.000,388.678,314.531
720.000,382.307,322.245
720.000,375.782,329.830
720.000,369.108,337.283
720.000,362.285,344.600
720.000,355.318,351.780
720.000,348.208,358.819
720.000,340.959,365.715
720.000,333.573,372.464
720.000,326.053,379.064
720.000,318.404,385.512
720.000,310.626,391.805
720.000,302.724,397.942
720.000,294.701,403.920
720.000,286.561,409.735
720.000,278.305,415.387
720.000,269.938,420.872
720.000,261.463,426.189
720.000,252.883,431.336
720.000,244.201,436.309
720.000,235.423,441.108
720.000,226.549,445.730
720.000,217.586,450.174
720.000,208.535,454.437
720.000,199.400,458.519
720.000,190.186,462.417
720.000,180.895,466.130
720.000,171.532,469.656
720.000,162.101,472.994
720.000,152.604,476.143
720.000,143.047,479.101
720.000,133.432,481.867
720.000,123.763,484.441
720.000,114.046,486.820
720.000,104.282,489.004
720.000,94.477,490.993
720.000,84.634,492.785
720.000,74.757,494.380
720.000,64.850,495.777
720.000,54.917,496.975
720.000,44.962,497.974
720.000,34.989,498.774
720.000,25.002,499.374
720.000,15.005,499.775
720.000,5.002,499.975
720.000,-5.002,499.975
720.000,-15.005,499.775
720.000,-25.002,499.374
720.000,-34.989,498.774
720.000,-44.962,497.974
720.000,-54.917,496.975
720.000,-64.850,495.777
720.000,-74.757,494.380
720.000,-84.634,492.785
720.000,-94.477,490.993
720.000,-104.282,489.004
720.000,-114.046,486.820
720.000,-123.763,484.441
720.000,-133.432,481.867
720.000,-143.047,479.101
720.000,-152.604,476.143
720.000,-162.101,472.994
720.000,-171.532,469.656
720.000,-180.895,466.130
720.000,-190.186,462.417
720.000,-199.400,458.519
720.000,-208.535,454.437
720.000,-217.586,450.174
720.000,-226.549,445.730
720.000,-235.423,441.108
720.000,-244.201,436.309
720.000,-252.883,431.336
720.000,-261.463,426.189
720.000,-269.938,420.872
720.000,-278.305,415.387
720.000,-286.561,409.735
720.000,-294.701,403.920
720.000,-302.724,397.942
720.000,-310.626,391.805
720.000,-318.404,385.512
720.000,-326.053,379.064
720.000,-333.573,372.464
720.000,-340.959,365.715
720.000,-348.208,358.819
720.000,-355.318,351.780
720.000,-362.285,344.600
720.000,-369.108,337.283
720.000,-375.782,329.830
720.000,-382.307,322.245
720.000,-388.678,314.531
720.000,-394.893,306.691
720.000,-400.951,298.728
720.000,-406.848,290.646
720.000,-412.582,282.447
720.000,-418.151,274.135
720.000,-423.552,265.713
720.000,-428.784,257.185
720.000,-433.844,248.555
720.000,-438.730,239.824
720.000,-443.441,230.998
720.000,-447.974,222.079
720.000,-452.328,213.071
720.000,-456.501,203.977
720.000,-460.491,194.803
720.000,-464.297,185.550
720.000,-467.916,176.223
720.000,-471.349,166.825
720.000,-474.592,157.360
720.000,-477.646,147.833
720.000,-480.508,138.246
720.000,-483.178,128.604
720.000,-485.655,118.910
720.000,-487.937,109.169
720.000,-490.023,99.384
720.000,-491.914,89.560
720.000,-493.607,79.699
720.000,-495.103,69.807
720.000,-496.401,59.886
720.000,-497.500,49.942
720.000,-498.399,39.978
720.000,-499.099,29.997
720.000,-499.600,20.005
720.000,-499.900,10.004
720.000,-500.000,0.000
730.000,500.000,0.000
730.000,499.900,10.004
730.000,499.600,20.005
730.000,499.099,29.997
730.000,498.399,39.978
730.000,497.500,49.942
730.000,496.401,59.886
730.000,495.103,69.807
730.000,493.607,79.699
730.000,491.914,89.560
730.000,490.023,99.384
730.000,487.937,109.169
730.000,485.655,118.910
730.000,483.178,128.604
730.000,480.508,138.246
730.000,477.646,147.833
730.000,474.592,157.360
730.000,471.349,166.825
730.000,467.916,176.223
730.000,464.297,185.550
730.000,460.491,194.803
730.000,456.501,203.977
730.000,452.328,213.071
730.000,447.974,222.079
730.000,443.441,230.998
730.000,438.730,239.824
730.000,433.844,248.555
730.000,428.784,257.185
730.000,423.552,265.713
730.000,418.151,274.135
730.000,412.582,282.447
730.000,406.848,290.646
730.000,400.951,298.728
730.000,394.893,306.691
730.000,388.678,314.531
730.000,382.307,322.245
730.000,375.782,329.830
730.000,369.108,337.283
730.000,362.285,344.600
730.000,355.318,351.780
730.000,348.208,358.819
730.000,340.959,365.715
730.000,333.573,372.464
730.000,326.053,379.064
730.000,318.404,385.512
730.000,310.626,391.805
730.000,302.724,397.942
730.000,294.701,403.920
730.000,286.561,409.735
730.000,278.305,415.387
730.000,269.938,420.872
730.000,261.463,426.189
730.000,252.883,431.336
730.000,244.201,436.309
730.000,235.423,441.108
730.000,226.549,445.730
730.000,217.586,450.174
730.000,208.535,454.437
730.000,199.400,458.519
730.000,190.186,462.417
730.000,180.895,466.130
730.000,171.532,469.656
730.000,162.101,472.994
730.000,152.604,476.143
730.000,143.047,479.101
730.000,133.432,481.867
730.000,123.763,484.441
730.000,114.046,486.820
730.000,104.282,489.004
730.000,94.477,490.993
730.000,84.634,492.785
730.000,74.757,494.380
730.000,64.850,495.777
730.000,54.917,496.975
730.000,44.962,497.974
730.000,34.989,498.774
730.000,25.002,499.374
730.000,15.005,499.775
730.000,5.002,499.975
730.000,-5.002,499.975
730.000,-15.005,499.775
730.000,-25.002,499.374
730.000,-34.989,498.774
730.000,-44.962,497.974
730.000,-54.917,496.975
730.000,-64.850,495.777
730.000,-74.757,494.380
730.000,-84.634,492.785
730.000,-94.477,490.993
730.000,-104.282,489.004
730.000,-114.046,486.820
730.000,-123.763,484.441
730.000,-133.432,481.867
730.000,-143.047,479.101
730.000,-152.604,476.143
730.000,-162.101,472.994
730.000,-171.532,469.656
730.000,-180.895,466.130
730.000,-190.186,462.417
730.000,-199.400,458.519
730.000,-208.535,454.437
730.000,-217.586,450.174
730.000,-226.549,445.730
730.000,-235.423,441.108
